gender,age,location,purchase_amount,down_payment,installment_amount,installments,payment_status,product_category,merchant_name,customer_income,credit_score,late_payments,fraud_flag
Male,28,Liverpool,719.8,60.13,58.82,7,Missed,Home,Argos,2845.62,482,2,0
Other,46,Leeds,1617.79,441.32,239.81,11,Paid,Electronics,eBay,4560.13,537,0,0
Male,30,Leeds,613.57,260.55,160.24,5,Missed,Fashion,Tesco,8732.21,836,0,0
Other,44,Liverpool,334.35,384.41,264.31,4,Ongoing,Groceries,Amazon,4237.73,764,2,0
Other,18,Birmingham,1511.65,411.09,27.35,6,Ongoing,Beauty,Amazon,3096.15,615,1,0
Female,62,Birmingham,1013.16,185.38,249.8,3,Paid,Electronics,Zara,1165.93,672,0,0
Male,36,Liverpool,68.29,235.23,111.16,10,Missed,Fashion,Currys,3789.68,667,1,1
Other,44,Glasgow,1933.99,31.18,228.95,1,Ongoing,Beauty,Tesco,5991.12,594,1,0
Other,22,Birmingham,1152.57,156.4,181.63,6,Paid,Beauty,Amazon,7004.54,667,1,0
Female,40,Glasgow,468.87,157.1,43.77,2,Ongoing,Fashion,Nike,8796.59,347,1,0
Male,28,London,1678.11,199.66,111.49,5,Ongoing,Beauty,Asda,6112.57,801,0,0
Other,52,Birmingham,1560.34,51.48,181.69,8,Paid,Home,Nike,9160.52,624,1,0
Other,49,Leeds,50.99,462.91,134.6,11,Missed,Home,Asda,3795.65,395,1,0
Female,61,Manchester,1741.71,286.32,182.06,7,Paid,Groceries,Tesco,8302.01,432,4,0
Other,63,London,1030.51,312.33,221.52,11,Ongoing,Groceries,Zara,4314.03,797,1,0
Other,55,London,151.45,247.23,15.17,5,Paid,Groceries,Zara,9849.04,444,1,0
Other,50,Leeds,1798.5,121.0,127.24,1,Missed,Electronics,Zara,9941.07,481,2,1
Female,28,London,121.31,305.08,187.2,4,Paid,Electronics,Nike,5576.68,393,1,1
Other,43,London,448.19,444.19,131.49,11,Missed,Groceries,Asda,3158.56,685,1,0
Male,38,Leeds,916.07,255.47,24.11,9,Paid,Home,Zara,6130.33,519,2,0
Male,49,Glasgow,1053.35,184.24,146.35,7,Paid,Sports,Amazon,9019.15,393,0,0
Other,22,London,1619.2,420.27,159.78,7,Paid,Electronics,eBay,2014.41,437,0,0
Other,43,London,351.69,343.58,32.53,11,Paid,Sports,Nike,9832.74,319,3,0
Male,38,Birmingham,609.6,301.84,243.18,6,Ongoing,Groceries,Argos,4152.17,581,1,0
Female,45,London,904.67,316.18,207.42,1,Missed,Fashion,Asda,1543.96,817,3,0
Female,22,Birmingham,849.88,194.19,205.61,7,Missed,Groceries,Nike,3453.91,633,0,0
Female,64,London,202.53,357.22,274.13,6,Paid,Groceries,Zara,7587.82,387,2,0
Other,58,Birmingham,816.33,83.65,69.23,7,Ongoing,Home,eBay,6170.83,376,0,0
Female,57,Leeds,882.97,373.29,259.97,2,Paid,Sports,Tesco,3639.74,423,0,0
Female,32,Manchester,1491.42,401.79,49.19,1,Ongoing,Sports,eBay,2898.09,314,1,0
Other,61,Birmingham,1933.4,65.45,235.97,5,Missed,Groceries,Amazon,3900.98,763,3,0
Female,44,London,1897.52,186.14,67.39,11,Ongoing,Sports,Asda,2626.29,322,0,0
Female,46,Glasgow,1718.65,53.26,123.1,7,Paid,Beauty,Nike,9770.55,430,0,0
Other,43,Leeds,1397.47,176.41,271.25,4,Paid,Beauty,Nike,6585.02,703,4,0
Female,58,Leeds,1000.43,368.33,172.62,3,Paid,Sports,Asda,5458.61,442,0,0
Other,29,Glasgow,1353.27,228.0,226.81,11,Paid,Beauty,eBay,6594.84,320,1,0
Other,41,Manchester,1211.73,252.39,147.31,7,Paid,Groceries,Argos,9241.02,588,4,0
Female,49,Liverpool,142.07,229.14,226.56,6,Paid,Beauty,Zara,6401.33,391,0,0
Male,37,Leeds,719.51,130.87,144.02,11,Missed,Fashion,Tesco,3812.69,582,1,0
Other,54,Liverpool,1221.14,307.57,210.75,9,Ongoing,Groceries,Argos,9339.27,572,2,0
Other,45,London,1079.39,194.75,89.31,11,Paid,Home,eBay,3383.55,785,2,0
Other,47,Birmingham,164.42,336.63,104.47,10,Paid,Groceries,Argos,8478.5,515,0,0
Other,62,Glasgow,1893.21,234.77,260.44,9,Paid,Fashion,eBay,1518.2,361,2,0
Male,44,London,1598.73,334.11,79.19,6,Missed,Groceries,Nike,2500.81,670,0,0
Male,53,Manchester,1572.29,73.32,162.75,7,Paid,Groceries,Nike,7338.87,791,1,0
Other,43,London,684.36,98.7,84.04,7,Paid,Fashion,Asda,6081.59,672,0,0
Male,38,Liverpool,1800.89,292.76,59.31,4,Paid,Groceries,Tesco,8810.74,403,4,0
Other,41,Manchester,1236.4,480.67,84.27,3,Missed,Home,Zara,4496.6,357,2,0
Male,20,Manchester,1399.41,93.04,38.27,11,Paid,Home,Currys,3062.06,647,0,0
Male,36,Glasgow,1208.26,438.61,276.93,2,Paid,Beauty,Currys,6118.58,478,0,0
Female,22,London,811.0,163.53,56.63,5,Paid,Sports,Tesco,6841.43,793,1,0
Other,48,Manchester,634.81,61.7,183.58,10,Missed,Fashion,Nike,4298.55,394,3,1
Male,52,Glasgow,915.22,44.44,108.79,10,Paid,Sports,Currys,9508.93,445,1,1
Male,26,London,1228.98,26.88,108.03,8,Ongoing,Groceries,Argos,6163.1,328,2,0
Female,50,Birmingham,1664.92,302.31,53.29,1,Missed,Beauty,eBay,9508.09,379,1,0
Female,34,Liverpool,1676.76,376.78,178.45,5,Paid,Beauty,eBay,8356.67,420,1,0
Female,29,London,80.12,481.62,18.57,2,Paid,Beauty,eBay,8111.91,496,1,0
Other,59,Leeds,1588.85,154.55,30.27,3,Paid,Beauty,Asda,8394.96,584,2,0
Other,47,Glasgow,316.02,365.96,14.81,10,Ongoing,Fashion,Tesco,8567.72,677,1,0
Male,37,Sheffield,1162.76,435.69,213.56,2,Missed,Groceries,Asda,6934.0,435,1,0
Female,61,Manchester,473.78,487.12,150.7,4,Missed,Beauty,eBay,8150.21,401,1,0
Other,19,Birmingham,1004.37,298.75,85.31,2,Missed,Sports,Currys,4134.56,493,0,0
Other,62,Manchester,1282.87,400.14,190.75,4,Missed,Groceries,Nike,7346.65,519,2,0
Male,33,Sheffield,594.42,94.59,194.38,7,Missed,Sports,Tesco,3392.35,353,1,1
Other,18,Birmingham,531.24,480.22,118.25,5,Paid,Electronics,Asda,2534.21,804,0,0
Male,36,Manchester,1776.57,325.6,197.92,2,Paid,Sports,Asda,1890.9,787,0,0
Other,26,Sheffield,683.5,32.81,101.43,2,Missed,Fashion,Asda,3370.93,782,3,0
Male,49,Glasgow,1844.31,300.86,127.47,10,Ongoing,Fashion,Currys,8769.71,400,3,1
Female,63,Liverpool,684.13,110.37,11.52,11,Paid,Fashion,Argos,7702.37,839,1,0
Male,30,Leeds,213.47,233.42,245.51,3,Missed,Beauty,Asda,5339.85,409,0,0
Female,41,Liverpool,128.88,238.6,178.57,7,Ongoing,Beauty,Nike,2117.24,521,2,0
Other,28,Liverpool,862.18,81.54,24.91,4,Paid,Groceries,Nike,6269.41,658,0,0
Female,31,Birmingham,192.09,68.98,94.28,9,Ongoing,Groceries,eBay,9069.45,347,0,0
Other,59,Sheffield,1520.63,79.34,282.59,7,Missed,Beauty,eBay,5654.44,561,1,0
Female,48,Liverpool,674.07,436.78,169.59,5,Missed,Fashion,Amazon,2037.21,451,0,0
Other,21,Leeds,1790.09,262.81,115.67,11,Paid,Electronics,eBay,9113.65,794,0,0
Other,61,London,1625.34,118.11,244.42,10,Paid,Sports,Asda,5814.45,425,1,0
Male,60,Birmingham,387.24,285.47,209.59,10,Paid,Beauty,Asda,3544.48,705,0,0
Female,59,Leeds,520.37,412.4,105.44,3,Missed,Fashion,Tesco,2548.55,775,0,0
Female,50,Leeds,552.95,383.5,172.62,7,Ongoing,Electronics,Asda,6203.63,376,1,0
Other,59,Manchester,327.36,323.87,113.74,5,Paid,Beauty,Argos,7439.61,653,1,0
Male,27,Leeds,1840.48,426.85,94.88,9,Missed,Beauty,Asda,9316.46,340,1,0
Male,23,Sheffield,1424.96,299.78,276.31,5,Paid,Beauty,Currys,6597.23,378,0,0
Male,40,Liverpool,754.37,298.51,211.8,3,Missed,Home,Currys,3557.09,696,1,0
Male,52,Leeds,305.2,437.44,287.58,7,Missed,Home,Argos,2648.4,831,1,0
Other,43,Liverpool,1921.16,207.61,163.51,3,Ongoing,Sports,Currys,4425.12,429,0,0
Female,38,Leeds,1036.21,24.37,141.53,3,Paid,Electronics,Tesco,6649.16,772,1,0
Female,24,Liverpool,1685.65,104.6,299.32,11,Ongoing,Electronics,Currys,8563.93,502,0,0
Other,29,Glasgow,579.09,402.84,167.82,10,Missed,Groceries,Argos,6963.66,515,1,0
Female,20,Liverpool,1172.38,16.08,44.01,7,Paid,Fashion,Amazon,9998.34,501,1,0
Male,18,London,223.8,354.05,21.46,9,Paid,Groceries,eBay,2176.76,820,2,0
Female,30,Sheffield,409.53,237.47,51.3,1,Paid,Sports,Zara,4053.37,376,2,0
Female,58,Liverpool,1921.3,170.64,105.82,6,Missed,Electronics,Argos,1313.79,846,4,0
Other,25,Sheffield,1822.62,426.71,133.72,3,Paid,Home,Tesco,2946.94,848,1,0
Male,26,Leeds,1731.14,204.35,295.47,3,Ongoing,Home,Zara,1619.59,650,1,0
Female,54,Liverpool,1055.04,452.09,33.44,2,Missed,Beauty,Argos,4368.87,808,0,0
Female,38,Glasgow,1987.49,119.04,128.19,4,Ongoing,Sports,eBay,3967.28,766,0,1
Female,25,Sheffield,277.13,61.18,246.39,6,Missed,Beauty,Amazon,6023.13,327,2,0
Other,49,Birmingham,856.62,265.02,170.74,6,Missed,Fashion,Nike,6344.46,813,0,0
Other,46,London,971.06,328.7,240.28,10,Ongoing,Electronics,Tesco,2666.39,818,2,0
Female,39,London,548.92,45.73,135.11,4,Missed,Sports,Tesco,3380.28,812,1,0
Male,45,Leeds,1018.98,481.32,53.57,4,Missed,Sports,Asda,4775.01,549,1,0
Female,61,Liverpool,479.63,254.54,139.0,8,Missed,Fashion,Tesco,4167.97,473,0,0
Male,30,Leeds,478.66,314.94,202.05,6,Missed,Sports,Currys,8939.41,348,0,0
Other,38,London,325.17,124.95,193.96,9,Ongoing,Electronics,Amazon,5361.49,531,0,0
Male,46,Sheffield,150.04,159.05,91.37,2,Missed,Beauty,Tesco,4564.79,590,1,0
Other,35,Glasgow,1404.63,255.01,150.39,5,Ongoing,Sports,Argos,7297.62,752,0,0
Female,50,Glasgow,830.86,184.85,244.79,7,Missed,Fashion,Nike,1786.45,819,1,0
Other,37,Liverpool,1697.72,248.12,174.06,9,Ongoing,Electronics,Tesco,3498.68,690,1,1
Male,41,London,753.99,440.44,174.37,3,Ongoing,Beauty,Nike,7340.6,733,0,0
Other,57,Birmingham,572.22,459.81,117.07,2,Missed,Groceries,Asda,5843.42,752,1,0
Female,62,Manchester,1869.59,482.72,297.54,8,Paid,Groceries,Tesco,3109.88,457,0,0
Female,29,Sheffield,337.62,220.02,138.24,9,Ongoing,Electronics,Asda,4579.57,557,2,0
Female,50,Manchester,1287.74,497.01,120.93,8,Ongoing,Electronics,Tesco,8359.27,744,0,0
Male,27,Birmingham,808.41,106.18,128.7,10,Ongoing,Sports,Asda,2582.91,559,1,0
Male,46,Sheffield,978.18,169.0,255.05,4,Ongoing,Electronics,Asda,9781.96,553,0,0
Female,36,Birmingham,660.25,48.78,18.75,4,Paid,Beauty,Zara,2515.57,630,1,0
Male,23,Manchester,1132.63,336.74,100.15,5,Paid,Electronics,Currys,2731.56,767,1,0
Male,42,Liverpool,108.1,91.15,39.19,3,Paid,Groceries,Asda,6247.6,638,1,0
Female,61,Birmingham,410.06,405.52,250.87,8,Paid,Fashion,Argos,7074.85,691,1,0
Other,38,Leeds,567.3,138.52,88.16,5,Missed,Electronics,Asda,1660.15,350,2,0
Female,34,Sheffield,338.08,293.83,90.96,10,Missed,Home,Tesco,2142.04,463,1,0
Male,59,Sheffield,258.36,392.42,69.31,9,Missed,Electronics,Tesco,2114.08,443,1,0
Other,42,Liverpool,926.45,226.68,97.33,8,Ongoing,Sports,Amazon,4832.44,612,2,1
Female,45,Manchester,403.64,338.12,260.46,4,Missed,Fashion,Argos,8309.82,826,1,0
Female,50,Manchester,1184.93,271.07,101.57,5,Paid,Groceries,Zara,4121.56,553,0,0
Female,35,London,973.81,472.76,187.79,7,Ongoing,Home,eBay,8885.14,315,2,0
Male,37,Liverpool,1987.3,323.74,195.86,2,Missed,Sports,Nike,8871.11,691,1,0
Other,20,Glasgow,556.69,219.71,254.29,10,Missed,Sports,Currys,4830.33,620,3,0
Male,47,Leeds,1915.77,305.5,72.98,7,Paid,Electronics,Currys,4204.19,802,1,0
Female,22,Liverpool,1688.4,121.48,94.36,4,Paid,Sports,Amazon,3572.02,695,0,0
Female,43,Glasgow,1699.78,349.81,130.55,11,Paid,Home,Asda,7330.48,453,1,0
Male,21,Liverpool,948.31,116.71,216.92,7,Ongoing,Sports,Argos,2179.27,454,1,0
Male,50,Birmingham,618.16,246.47,292.57,11,Paid,Beauty,Asda,8192.89,514,2,0
Male,20,Liverpool,733.03,356.95,275.45,5,Ongoing,Home,Argos,7343.43,651,5,0
Other,29,Birmingham,194.42,103.93,263.12,10,Paid,Beauty,Tesco,3767.54,737,2,0
Other,60,Sheffield,734.15,497.97,202.51,4,Missed,Beauty,Argos,9616.91,745,0,1
Female,49,Birmingham,530.2,416.92,224.13,2,Ongoing,Electronics,eBay,2632.0,426,1,0
Female,37,Manchester,1649.27,484.62,269.18,1,Ongoing,Sports,Currys,7580.0,379,2,0
Female,60,Glasgow,1247.36,10.96,247.97,3,Missed,Electronics,Nike,8381.72,845,2,0
Female,56,Liverpool,1592.28,72.08,213.91,3,Missed,Groceries,Nike,7810.83,679,0,0
Other,61,Liverpool,382.78,280.69,52.2,10,Ongoing,Groceries,Amazon,7986.69,540,0,1
Other,25,Liverpool,850.19,129.87,233.45,3,Ongoing,Groceries,Asda,1048.07,599,1,0
Male,63,Birmingham,1150.95,73.94,202.48,9,Ongoing,Groceries,Zara,9405.01,610,0,0
Female,35,London,1726.23,283.62,126.68,9,Paid,Electronics,Argos,8138.91,419,0,0
Other,43,Glasgow,1302.72,265.25,245.54,7,Ongoing,Fashion,Nike,9857.04,536,2,0
Female,32,Manchester,1187.37,233.15,230.06,9,Ongoing,Beauty,Zara,6134.72,772,0,0
Other,30,Birmingham,1012.91,388.22,268.43,6,Paid,Groceries,Asda,7264.29,636,2,0
Male,48,Manchester,266.17,185.8,225.16,10,Paid,Home,Argos,7251.85,411,2,0
Other,45,Glasgow,1711.08,164.73,12.66,2,Missed,Home,Zara,6758.26,625,0,0
Other,63,Birmingham,303.55,440.32,219.17,5,Ongoing,Fashion,Currys,2509.46,340,0,0
Male,64,Glasgow,1714.05,113.63,18.69,2,Ongoing,Beauty,Nike,7620.69,664,0,0
Female,24,London,62.26,329.75,269.29,1,Ongoing,Beauty,Argos,5896.97,782,3,0
Male,51,Sheffield,1392.98,365.2,297.7,7,Ongoing,Groceries,Amazon,1233.12,812,2,0
Other,26,London,1948.42,52.48,52.48,4,Paid,Beauty,Currys,1747.33,454,2,0
Other,50,Leeds,1994.46,410.97,233.62,7,Missed,Sports,Currys,9911.81,332,0,0
Other,47,Glasgow,1177.68,271.11,229.83,1,Paid,Sports,Amazon,9132.72,535,1,0
Female,32,Sheffield,880.24,133.61,249.96,8,Missed,Fashion,Zara,5593.62,803,0,0
Female,58,Leeds,69.57,80.88,165.49,4,Missed,Fashion,Tesco,5174.43,387,0,0
Male,51,London,1580.59,232.53,46.36,7,Missed,Beauty,eBay,8152.56,423,2,0
Male,35,Leeds,1794.58,208.73,261.94,11,Ongoing,Electronics,Argos,4847.08,679,0,0
Male,29,Birmingham,1183.78,91.31,247.39,1,Missed,Groceries,Amazon,8598.04,466,1,0
Other,23,Leeds,173.99,344.87,228.54,3,Ongoing,Groceries,Currys,9045.2,522,0,0
Female,23,Glasgow,198.48,170.42,158.64,10,Ongoing,Beauty,Currys,1162.57,751,1,0
Other,53,Birmingham,1661.04,72.56,267.45,1,Missed,Groceries,eBay,6987.87,639,2,0
Female,41,Birmingham,335.59,58.93,123.41,4,Ongoing,Home,Amazon,3450.61,321,3,0
Female,21,Birmingham,601.94,493.84,279.18,1,Paid,Electronics,Asda,8661.03,621,1,0
Female,57,Sheffield,167.51,95.0,228.8,8,Missed,Electronics,Tesco,5755.68,419,0,0
Female,63,Manchester,567.55,132.32,287.3,7,Ongoing,Fashion,Currys,3534.15,703,1,0
Other,33,Leeds,1354.95,38.91,230.54,4,Ongoing,Home,Amazon,1002.69,701,0,0
Female,36,Liverpool,1246.82,71.07,120.94,4,Paid,Fashion,eBay,2968.57,652,2,0
Other,57,Leeds,1802.18,143.55,256.81,7,Ongoing,Fashion,Asda,9086.04,402,1,0
Male,32,Birmingham,1480.56,319.86,217.27,3,Missed,Beauty,Amazon,5561.39,717,0,0
Female,26,Sheffield,53.45,210.35,124.57,11,Paid,Home,Argos,6524.86,483,1,0
Other,29,Sheffield,353.73,315.35,99.36,2,Paid,Home,Argos,4132.03,568,2,0
Male,39,Glasgow,1394.28,67.55,154.09,8,Paid,Groceries,Asda,6630.71,628,1,1
Male,64,Liverpool,279.83,353.03,175.47,5,Ongoing,Sports,Zara,9229.9,502,0,0
Male,28,Leeds,394.1,170.05,63.23,8,Paid,Beauty,Amazon,6756.28,441,3,1
Female,60,Manchester,1579.65,115.97,293.79,2,Ongoing,Electronics,eBay,1233.22,326,2,0
Other,56,Sheffield,1524.22,494.89,238.85,4,Ongoing,Home,Zara,2154.58,752,1,0
Male,48,Glasgow,1792.84,230.35,80.6,1,Ongoing,Fashion,Asda,2956.37,560,0,1
Female,43,London,150.39,473.59,12.22,2,Paid,Groceries,Nike,9161.52,450,1,0
Male,55,Glasgow,1197.51,95.37,125.69,3,Missed,Sports,Nike,5299.69,338,0,0
Male,32,Manchester,1735.69,374.04,259.91,1,Ongoing,Beauty,Zara,9382.44,321,0,0
Male,31,Leeds,1313.79,453.49,281.38,5,Ongoing,Electronics,Nike,5499.88,539,0,0
Female,22,Leeds,1858.99,34.57,215.83,2,Paid,Fashion,Amazon,6942.27,474,1,0
Female,29,Manchester,253.45,426.5,88.35,2,Paid,Sports,Currys,5225.58,557,1,0
Female,55,Glasgow,670.5,234.35,170.75,6,Missed,Groceries,Amazon,8945.7,794,1,0
Other,53,Leeds,767.15,168.54,289.04,10,Paid,Electronics,Nike,3693.14,683,1,0
Female,38,London,1825.49,46.07,268.49,1,Ongoing,Sports,Currys,6829.38,610,1,0
Other,53,Glasgow,462.66,460.05,133.8,8,Paid,Beauty,Nike,1993.71,331,1,0
Other,61,Birmingham,1519.51,456.87,298.75,7,Ongoing,Home,Asda,6925.43,475,1,0
Male,37,Glasgow,191.26,376.71,280.55,5,Ongoing,Home,Amazon,1456.37,762,1,0
Female,38,Glasgow,1587.06,449.07,116.2,10,Ongoing,Home,Asda,3273.2,532,1,0
Male,34,London,994.58,337.68,155.43,1,Missed,Groceries,Asda,3887.31,403,2,0
Female,29,Liverpool,1069.65,87.47,12.47,2,Ongoing,Fashion,Zara,7959.12,677,1,0
Male,25,Liverpool,1793.04,425.96,55.83,5,Paid,Fashion,Nike,3250.05,521,0,0
Male,49,Liverpool,728.84,58.74,26.51,5,Paid,Fashion,Argos,6618.64,435,1,0
Female,30,Leeds,857.12,211.18,136.09,8,Ongoing,Groceries,Argos,3595.6,663,1,0
Male,20,Glasgow,1389.73,227.26,298.19,7,Missed,Fashion,Zara,4755.39,321,2,0
Other,26,Sheffield,1852.09,348.1,254.1,10,Missed,Home,eBay,4540.45,590,0,0
Male,28,Liverpool,239.69,297.49,12.8,8,Missed,Home,Argos,5674.1,724,0,0
Male,62,Sheffield,851.93,341.37,204.56,6,Missed,Sports,Nike,3636.85,466,0,0
Other,39,Leeds,1707.87,390.84,236.32,1,Ongoing,Home,Amazon,1360.39,570,4,0
Male,22,Birmingham,900.88,19.35,130.27,7,Ongoing,Electronics,Nike,5725.99,608,0,0
Other,35,Manchester,1529.35,75.26,275.1,8,Missed,Fashion,Argos,9594.5,376,0,0
Other,55,Liverpool,1941.85,29.67,206.8,1,Missed,Groceries,Argos,7798.2,790,2,1
Male,26,Manchester,1726.62,467.54,125.24,7,Missed,Groceries,eBay,4816.13,315,3,0
Other,18,Sheffield,1827.96,121.07,94.1,2,Ongoing,Home,Tesco,9067.42,612,0,0
Male,37,Leeds,1507.89,102.41,232.76,3,Paid,Sports,Tesco,8070.75,390,3,0
Female,35,London,802.47,18.51,42.72,10,Ongoing,Fashion,Tesco,9734.15,640,1,0
Male,44,Manchester,1840.08,231.8,226.66,9,Ongoing,Fashion,Argos,7281.79,324,1,0
Female,25,Sheffield,1935.48,148.03,235.7,7,Missed,Beauty,Currys,4091.87,499,0,0
Male,23,Sheffield,1471.48,34.61,14.87,3,Paid,Groceries,eBay,9824.28,447,1,0
Male,36,Sheffield,1481.52,317.48,61.93,11,Ongoing,Electronics,Amazon,6744.62,397,0,0
Male,58,Leeds,669.4,423.78,222.86,11,Paid,Home,Zara,9138.55,308,0,0
Male,29,Sheffield,1254.51,299.4,209.58,8,Ongoing,Fashion,Tesco,4241.95,380,0,1
Female,54,London,1489.56,414.95,39.94,7,Missed,Home,Amazon,8428.69,492,1,0
Male,63,Birmingham,1753.56,360.11,201.94,6,Ongoing,Sports,Zara,9621.93,744,1,0
Male,63,Glasgow,423.43,129.85,63.6,7,Paid,Beauty,Zara,8713.11,656,0,0
Male,23,Sheffield,1963.15,86.71,284.16,2,Missed,Fashion,eBay,6424.8,499,0,0
Female,52,Manchester,1595.94,386.57,203.29,1,Ongoing,Fashion,Amazon,8597.62,844,0,0
Other,25,Leeds,1227.24,137.16,248.25,11,Paid,Fashion,eBay,5207.2,726,2,0
Male,31,Manchester,1087.03,255.74,246.42,10,Missed,Groceries,Asda,1295.81,416,1,0
Male,64,Manchester,170.34,55.56,55.15,5,Missed,Sports,Argos,3800.67,539,4,0
Male,18,London,1160.99,357.23,238.17,8,Paid,Fashion,Currys,3336.53,700,2,0
Female,52,Liverpool,1724.64,166.8,181.1,4,Ongoing,Beauty,Currys,6805.43,385,0,0
Female,61,Birmingham,1286.24,32.95,99.01,5,Missed,Home,Tesco,4867.06,376,0,0
Female,29,Sheffield,1323.06,127.21,132.8,2,Paid,Sports,Tesco,5106.82,726,0,0
Other,44,Leeds,811.9,116.62,125.69,2,Ongoing,Electronics,Currys,9957.93,452,0,0
Male,32,Glasgow,219.9,424.23,250.38,9,Paid,Fashion,Asda,4779.93,506,0,0
Female,28,Manchester,61.33,53.55,31.2,9,Missed,Beauty,Argos,4563.78,724,0,0
Male,50,Leeds,455.2,109.09,55.75,10,Paid,Home,eBay,9263.3,513,4,0
Female,48,Birmingham,938.47,310.94,156.38,7,Missed,Fashion,eBay,8531.79,642,1,1
Female,56,Sheffield,445.71,278.44,189.38,7,Missed,Electronics,Amazon,8842.5,750,2,0
Other,38,Liverpool,1094.07,493.22,225.35,11,Missed,Electronics,Amazon,1447.76,594,1,0
Male,56,Liverpool,1845.56,25.93,100.0,10,Missed,Groceries,Nike,3888.38,844,0,0
Female,28,Liverpool,309.56,110.3,89.19,11,Ongoing,Beauty,Tesco,7431.1,645,0,0
Male,29,Liverpool,227.04,111.22,161.4,2,Paid,Sports,Zara,9664.99,574,0,0
Female,20,London,1307.86,373.78,38.28,3,Ongoing,Home,Currys,6809.25,808,1,0
Male,52,Glasgow,1150.18,83.02,281.07,3,Missed,Groceries,Zara,1634.74,485,1,0
Female,25,London,1160.98,111.47,26.06,10,Missed,Groceries,Amazon,6158.04,357,2,0
Male,23,Glasgow,1249.49,414.73,276.88,5,Paid,Beauty,Nike,1717.55,408,0,1
Male,40,Liverpool,1779.09,352.41,131.87,5,Ongoing,Groceries,Amazon,9654.81,359,2,0
Male,54,Manchester,1341.33,148.05,271.43,9,Ongoing,Sports,eBay,6418.79,557,0,0
Female,39,Sheffield,555.01,415.09,54.92,1,Ongoing,Fashion,Currys,3238.08,715,0,0
Other,31,Birmingham,558.96,35.14,195.5,5,Missed,Electronics,Currys,4080.36,767,1,0
Male,26,Leeds,1268.39,158.6,135.72,1,Missed,Home,Nike,1606.99,483,0,0
Female,46,London,1652.58,404.39,247.89,4,Missed,Beauty,Nike,2445.29,538,0,0
Other,53,Glasgow,530.15,51.19,110.74,7,Paid,Home,eBay,5262.91,605,0,0
Male,22,Birmingham,370.19,339.71,108.86,10,Missed,Sports,Zara,7365.04,473,1,0
Other,48,Glasgow,1838.64,327.4,119.78,9,Ongoing,Beauty,Nike,7540.2,466,0,1
Male,18,Glasgow,996.26,160.71,125.09,2,Missed,Fashion,Amazon,1754.33,533,2,0
Female,62,London,998.89,127.19,48.16,9,Ongoing,Groceries,Amazon,2290.21,481,0,0
Other,64,Manchester,1112.71,297.09,105.97,1,Ongoing,Fashion,Zara,2710.66,715,3,0
Other,49,London,640.67,41.31,227.48,6,Missed,Fashion,eBay,7389.92,472,1,0
Female,47,Leeds,1200.21,252.98,124.78,7,Ongoing,Electronics,eBay,9796.85,348,2,0
Female,27,Glasgow,1855.01,293.09,75.97,10,Missed,Groceries,eBay,3971.08,667,2,0
Male,23,Sheffield,1951.72,330.48,148.2,9,Missed,Fashion,Amazon,3106.55,781,1,0
Male,31,Sheffield,414.56,16.16,232.4,9,Paid,Beauty,Asda,4420.1,587,1,0
Male,42,Birmingham,112.17,324.64,209.12,3,Paid,Home,Nike,8484.7,601,0,1
Other,47,Liverpool,1287.55,381.47,213.03,3,Missed,Fashion,Nike,2854.58,376,0,0
Female,38,Birmingham,1321.41,338.39,40.6,1,Paid,Groceries,Asda,8207.51,574,0,1
Female,57,London,1338.58,173.75,21.34,7,Missed,Electronics,Nike,3516.01,501,1,0
Male,27,Glasgow,1568.63,216.6,34.96,7,Paid,Fashion,Argos,3065.0,468,1,0
Male,28,Manchester,139.12,279.12,60.16,7,Missed,Groceries,Zara,1221.85,674,1,0
Male,46,Liverpool,1360.65,322.87,121.17,10,Paid,Groceries,Currys,1123.33,360,0,0
Male,40,London,440.94,259.54,89.3,10,Ongoing,Beauty,Zara,2767.01,508,0,0
Other,57,Manchester,227.26,267.44,199.23,4,Missed,Groceries,Zara,4494.29,346,1,0
Female,19,Glasgow,1928.67,190.01,175.78,9,Ongoing,Home,eBay,7825.48,485,5,0
Male,43,Birmingham,487.6,169.86,56.5,4,Missed,Beauty,Currys,7520.31,501,3,0
Male,35,Manchester,1965.4,20.09,44.65,6,Missed,Groceries,Asda,9765.51,781,3,0
Other,24,Sheffield,143.22,417.3,22.96,9,Paid,Beauty,Asda,4499.37,848,1,0
Male,22,Leeds,1143.77,60.24,30.1,6,Ongoing,Sports,Zara,6179.14,788,0,0
Male,43,Birmingham,1067.94,461.11,132.97,3,Missed,Sports,Argos,6691.03,422,0,0
Other,56,Liverpool,860.61,67.85,124.09,2,Missed,Beauty,Tesco,5506.69,761,4,0
Female,37,London,1627.95,461.23,29.02,3,Ongoing,Home,Zara,4533.12,575,0,0
Other,38,Liverpool,1447.79,249.01,89.96,2,Paid,Sports,Nike,6633.0,825,0,0
Other,52,Birmingham,844.0,331.67,211.38,5,Paid,Home,eBay,9353.18,451,1,0
Male,56,Glasgow,75.48,67.43,104.41,6,Paid,Sports,Argos,5260.5,575,3,0
Other,62,Glasgow,136.15,493.41,296.33,11,Missed,Beauty,Amazon,6072.22,624,1,0
Female,40,Leeds,1708.01,345.5,299.87,8,Missed,Electronics,Nike,7433.49,561,0,0
Other,38,Sheffield,995.19,438.57,186.32,10,Paid,Groceries,eBay,2724.19,437,2,0
